,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_scale_pos_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
90,15.05411092,0.149222799,0.851032654,0.031186696,1,5,4,0.05,20,0.7,"{'subsample': 1.0, 'scale_pos_weight': 5, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 20, 'colsample_bytree': 0.7}",0.014967926,0.026980679,0.013071895,0.018340167,0.006158602,91
91,9.716295322,0.041809865,0.39410464,0.005242764,1,5,3,0.15,40,0.7,"{'subsample': 1.0, 'scale_pos_weight': 5, 'max_depth': 3, 'learning_rate': 0.15, 'gamma': 40, 'colsample_bytree': 0.7}",0.015965686,0.026279707,0.009272816,0.017172736,0.006995299,92
92,9.515033563,0.082470811,0.417308092,0.016946466,1,5,3,0.15,30,0.5,"{'subsample': 1.0, 'scale_pos_weight': 5, 'max_depth': 3, 'learning_rate': 0.15, 'gamma': 30, 'colsample_bytree': 0.5}",0.01548172,0.026390627,0.009001338,0.016957895,0.007175475,93
93,8.117061138,0.110938975,0.24642094,0.00418199,1,5,3,0.15,40,1,"{'subsample': 1.0, 'scale_pos_weight': 5, 'max_depth': 3, 'learning_rate': 0.15, 'gamma': 40, 'colsample_bytree': 1.0}",0.016125207,0.026276705,0.008308895,0.016903603,0.007355949,94
94,10.16831899,0.028370105,0.396559,0.010773231,1,5,3,0.15,40,0.5,"{'subsample': 1.0, 'scale_pos_weight': 5, 'max_depth': 3, 'learning_rate': 0.15, 'gamma': 40, 'colsample_bytree': 0.5}",0.015243539,0.025914459,0.009268293,0.016808764,0.006885306,95
95,9.349598646,0.1532415,0.322196325,0.020796567,1,5,3,0.25,60,0.5,"{'subsample': 1.0, 'scale_pos_weight': 5, 'max_depth': 3, 'learning_rate': 0.25, 'gamma': 60, 'colsample_bytree': 0.5}",0.012036591,0.026949869,0.011188131,0.016724864,0.007238463,96
96,9.193872293,0.07648889,0.327231566,0.015211481,1,5,5,0.25,60,1,"{'subsample': 1.0, 'scale_pos_weight': 5, 'max_depth': 5, 'learning_rate': 0.25, 'gamma': 60, 'colsample_bytree': 1.0}",0.0152019,0.025102693,0.009051988,0.016452194,0.006612045,97
97,10.49066035,0.118039109,0.460987727,0.012433743,1,5,3,0.1,40,0.7,"{'subsample': 1.0, 'scale_pos_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 40, 'colsample_bytree': 0.7}",0.014567164,0.023469857,0.007833537,0.015290186,0.006403941,98
98,9.455595652,0.044302215,0.328324,0.013458471,1,5,3,0.15,50,1,"{'subsample': 1.0, 'scale_pos_weight': 5, 'max_depth': 3, 'learning_rate': 0.15, 'gamma': 50, 'colsample_bytree': 1.0}",0.015478033,0.024101917,0.006151575,0.015243842,0.007330067,99
99,11.60538173,0.051557569,0.607867082,0.030167034,1,5,3,0.05,60,0.5,"{'subsample': 1.0, 'scale_pos_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 60, 'colsample_bytree': 0.5}",0.01136501,0.019649123,0.005906965,0.012307033,0.005649618,100
